path,sentence,15_/checkpoint-13600,classla/wav2vec2-xls-r-sabor-hr,16_/checkpoint-3600
/home/peterr/macocu/task6_speech/data/00021532b.flac.wav,ubuduće žive ravnopravnost kao nešto što je njima uređeno što im je normalno a ne da o tome moraju razmišljati kao o nekom posebnom pravu,u buduće žive ravnopravnosti kao nešto što je njima urođeno što im je normalno a ne da o tome moraju razmišljati kao o nekom posebnom pravu,ubuduće žive ravnopravnost kao nešto što je njima uroeno što im je normalno a ne da o tome moraju razmišljati kaoo nekom posebnom pravu,ubuduće žive ravnopravnost kao nešto što je njima urođeno što im je normalno a ne da o tome moraju razmišljati kao o nekom posebnom pravu
/home/peterr/macocu/task6_speech/data/00021533.flac.wav,slijedeći se za pojedinačnu raspravu javio uvaženi kolega siniša varga ,sljedeći se za pojedinačnu raspravu javio uvaženi kolega siniša varga,sljedeći se za pojedinačnu raspravu javio uvaženi kolega siniša varga,sljedeći se za pojedinačnu raspravu javio uvaženi kolega siniša vargaj
/home/peterr/macocu/task6_speech/data/00021534.flac.wav,još jedanput podržavam donošenje ovog zakona u smislu nomotehničkom onako kako je i zamišljeno ,još jedanput podržaom donošenje ovoga zakona u smislu nomotehničkoma kako je zanišljeno,još jedanput podržavam donošenje ovog zakona u smislu nomatehničkomnakakako zanišljeno,još jedanput podržavam donošenje ovog zakona u smislu nomotehničkom  kako je i zamišljeno
/home/peterr/macocu/task6_speech/data/00021535.flac.wav,međutim opet negodujem zbog neiskorištenosti prilike koja je bila za donošenje ovog zakonskog akta ,opet ne godujem zbog neiskorišćenosti prilike koje je bila za donošenje ovog zakonskog akta,petnegodujem zbog neiskorišenosti prilike koj je bila za donošenje ovog zakonskog akta,opet ne godujem zbog neiskorištenosti prilike koja je bila za donošenje ovog zakonskog akta
/home/peterr/macocu/task6_speech/data/00021536a.flac.wav,naime u čitanju cijelog materijala koje je dostavljeno u sabor od strane vlade sve primjedbe i sve ono što je izašlo u javnoj raspravi,naime u čitanju  cijelog materijala koje je dostavljena u saboru od strane vlade sve primjedbe i sve ono što je izašlo u javnoj raspravi,name učitanje cijelog materijala koje je dostavljeno u saboru od strane vlade sve primjedbe i sve ono što je zašla u javnoj raspravi,naime u čitanju cijelog materijala koje je dostavljeno u sabor od strane vlade sve primjedbe i sve ono što je izašlo u javnoj raspravi
/home/peterr/macocu/task6_speech/data/00021536b.flac.wav,vezano za zakone i odgovore koji su došli od predstavnika vlade o samom zakonu i sve je jasno prikazano,za zakone i odgovore koji su došle od predsjednike vlade osaom zakonu je sve jasno prikazano,ann za zakone i odgovore koji stu došli od predsjednike vladeuosamom zakonu e sve jasno prikazano,za zakone i odgovore koje su došli od predsjednika vlade o samom zakonu je sve jasno prikazano
/home/peterr/macocu/task6_speech/data/00021537a.flac.wav,i vidim da je jako puno toga ima oznaku neprihvaćanja baš iz razloga što piše da neprihvaća se,l vidim da je jako put toga imao oznaku neprihvaćenja baš iz razloga što piše da ne prihvaća se,lividim da je jako putnodtoga imao oznatku neprihvaćenja baš iz razloga što piše da ne prihvaća se,i vidim da je jako uo toga imao oznaku neprihvaćanja baš iz razloga što piše da ne prihvaća se
/home/peterr/macocu/task6_speech/data/00021537b.flac.wav,s obrazloženjem jer predložene izmjene nisu predmet nacrta prijedloga zakona,sa obrazloženjem jer predložene izmjene nisu u predmet nacata prijedloga zakona,sobrazloženjem jer predloene izmjene nisu premet natrta prijedloga zakona,sa obrazloženjem jer predložene izmjene nisu predmet nacrta prijedloga zakona
/home/peterr/macocu/task6_speech/data/00021538a.flac.wav,birokratski odgovor koji zapravo ne zadovoljava,biokratski odgovor koji zapravo ne zadovoljava,n roratski odgovor koji zapravo ne zadovoljava,birokratski odgovor koji zapravo ne zadovoljava
/home/peterr/macocu/task6_speech/data/00021538b.flac.wav,mene osobno i prema raspravi koju smo imali danas prijepodne i poslijepodne nezadovoljava veliki broj kolega,aemene osobno i prema rasprave  koje smo imali danas prije podne poslje podne ne zadolau veliki broj kolega,ne osobnoi prema raspravi koje smo imali danas prpodne i posljpodine nezadolje veliki brojkolega,mene osobno i prema raspravi koje smo imali danas prije podne i poslije podne ne zodoljajo veliki broj kolega
/home/peterr/macocu/task6_speech/data/00021539.flac.wav,i obzirom da se radi o prvom čitanju ja vjerujem da kroz amandmane i kroz sam rad predsjednika vlade da se može još doraditi zakon ,i obzirom da se radi o prvom čitanju ja vjerujem da krozz amandmane i kroz sam rad predsjednika vlade da se može još doraditi zakona,i obzirom da se radi o prvom čitanju ja vjerujem da kroz amandmane i kroz sam rad predsjednika vlade da se može još do radizakona,i obzirom da se radi o prvom čitanju ja vjerujem da kroz amandmane i kroz sam rad predsjednika vlade da se može još doraditi zakona
/home/peterr/macocu/task6_speech/data/00021540.flac.wav,ja bi tu apelirao da se uskladimo sa strateškim djelovanjem za ravnopravnost spolova europske komisije za razdoblje dvije tisuće šesnaest do dvije tisuće devetnaest ,aa bi tu apelirao da se uskladimo sa strateškom djelovanje za ravnopravnotspolovom europske komisije za razdobje dvije tisuće šesnaest do dvije tisućeeetnaest,jaa bi tu apelirao da se uskladimo sa strateškim djelovanje za ravnopravnosspolova europske komisije iza razvoblje dvije tie esnaesto do dvije tiue eetnaest,ja bi tu apelirao da se uskladimo sa strateškim djelovanjem za ravnopravnost spolova europske komisije za razdoblje dvije tisuće šesnaest do dvije tisuće devetnaest
/home/peterr/macocu/task6_speech/data/00021541a.flac.wav,to su tih pet područja di se stremi na europskoj razini povećanje broja žena koje sudjeluju na tržištu rada jednaka ekonomska neovisnosti i žena i muškaraca,to su ta pet područja dj se stremi na europskoj razini povećanje brojažena koji je sudjeloje na tržištu rada jednaka ekonomske neovisnostižene muškaraca,to su ta pet područja u dji se stremi na europskoj razini povećanje broj ena koje e sudiloj i na tržištu radi i jedneka ekonomske neovisnosti dene mokaraca,to su ta pet područja di se stremi na europskoj razini povećanje broja žena koji sudjeluje na tržištu rade jednek ekonomske neovisnosti žene moškaraca
/home/peterr/macocu/task6_speech/data/00021541b.flac.wav,smanjenje razlika u plaćama primanjima i mirovinama promicanje ravnopravnosti žena i muškaraca u donošenju odluka,smanjenje razlika o plaćanja primanjima i mirovinama promicjenje ravnopravnostižena i muškaricu u donošenju odluka,smanjeni e razlika o plaćanja primanjima i mirovinama promicenj u ravnopravnosti žene ioškares  donoenje odluka,smanjenje razlika o plaćanja primanjima i mirovinama promicenje ravnopravnosti žena i moškarac u donošenji odluka
/home/peterr/macocu/task6_speech/data/00021541c.flac.wav,suzbijanje rodno uvjetovanog nasilja te zaštite i potpore za žrtve te konačno promicanje i ravnopravnost spolova i ženskih prava diljem svijeta,suzbijenje rodno uvjetovan naselja te zašttet i potpore za žrtve te konačno pomicanjei ravnoupravnosti i s položenjskih prava diljem svijeta,suzbijeni rodnauvjetove naselja te zašto i potpore  za žrtve tekonačno promicene  ranopravnost i spolojenjskih prava dilje svijeta,suzbijenji rodno uvjet ovojm naselja te zašte i potpore za žrtve te konačno promicenje i ravnopravnosti spolo i ženskih prava diljem svijeta
/home/peterr/macocu/task6_speech/data/00021542a.flac.wav,prema tome to je djelovanje nas kao članica eu ne samo u hrvatskoj di imamo puno prostora što moramo popraviti nego da promičemo ravnopravnost spolova i na međunarodnoj razini a pogotovo u regiji di smo i jezično bliski di možemo djelovati pogotovo tamo,prema tome to je djelovanje nas kao članica  euu ne samo u hrvatskoj gda imamo puno prostora što moramo popraviti nego da promičemo ravno pravnot spolova i na međunarodnoj razini a pogotovo u regiji dji smo i jezično obliski di možemo djelovati pogotovo tamo,prema tome to je djelovanje nas kao članica  eu ne samo u hrvatskoj d imamo puno prostora što moramo popraviti nego da promičemo ravnopravnos spolova i na medunaronoj razini a pogotovo u regiji dji smo i jezičnoliski di možemo odjelovati i pogotovo tamo,prema tome to je djelovanje nas kao članice eu ne samo u hrvatskoj gdje imamo puno prostora što moramo popraviti nego da promičemo ravnupravnost spolova i na međunarodnoj razini a pogotovo u regiji gdje smo i jezično bliski di možemo djelovati pogotovo tamo
/home/peterr/macocu/task6_speech/data/00021542b.flac.wav,di žive naše sunarodnjakinje di može biti neka spolna ravnopravnost na temelju povijesnih nasljeđa kaskanje za europskim putem i putem euroatlantskih integracija,gdji žive naše sunarodnjakinje gdje može biti neka spolno radna pravnost na temelju u povijesnih nasljeđa kaskanje za europskim putem i putem atlanskiintegracija,didižive naše ssunarodnjakinje gdje može bitineka spolnaravnopravnost na temelj u povijesni nasljeća kaskanje za europskim putem i putemeuatlatskihintegracija,gdi žive naše sunarodnjakinje gdje može biti neka spolnaravnopravnost na temelju povijesnih nasljeđa kaskanje za europskim putem i putem  euroatlantskih integracija
/home/peterr/macocu/task6_speech/data/00021543.flac.wav,i vjerujem da možemo našim djelovanjem puno poboljšati situaciju ,i vjerujem da možemo našim djelovanjem puno poboljšati situaciju,i vjeruje da možemo našim djelovanjem puno poboljšati situaciju,i vjerujem da možemo našim djelovanjem puno poboljšati situaciju
/home/peterr/macocu/task6_speech/data/00021544a.flac.wav,također program vlade erha u mandatu dvije tisuće šesnaestdvije tisuće dvadeset,također po gravam vladi republike hrvatskem mandatu u dvije tisuće šesnastdva dvija tisuće dvadeset,takoder pogra vlade republikehrvatske u mandatu dvije te estiti dv idje tiuedvadeset,također program vlade epublikhatske u mandatu dvije tisuće šesnaest dvije isdije tisućedvadeset
/home/peterr/macocu/task6_speech/data/00021544b.flac.wav,ima kao prioritetni cilj izdvojeno zasebno područje i ravnopravnosti spolova pri čemu je naglašena potreba uvođenje mjere za brže smanjivanje nejednakosti između,ima kao prioritetni cilj i zdvojeno zastupno područu i ravnopravnosti i spolu a pri čemu e na glašna potreba uđenje mjere za brže spanjivanje nejednakosti između,ima kao prioritetni cilj izdvojeno zasebno podru i ravnopravnosti i spolo pri čemu je na glaša potreba vodenje mjere za bre spanjivanje nejednakost izmeću,ima kao prioritetni cilj izdvojeno zasupno područje i ravnopravnosti spoloa pri čemu je naglašnja potreba uđenje mjere za brže smanjivanje nejednakosti između
/home/peterr/macocu/task6_speech/data/00021544c.flac.wav,muškaraca i žena na tržištu rada u procesima donošenja odluka kao i borba protiv nasilja nad ženama,muškarice i žena na tržištu rada u procesima donošenja odluka kao i borba protiv nasilija nadženama,muškarice i žena na tržištu rada u procesima donoen odluka kao i borba protiv naseljanad ženama,muškarace i žena na tržištu rada u procesima donošenja odluka kao i borbu protiv nasilja na dženama
/home/peterr/macocu/task6_speech/data/00021545a.flac.wav,i to je vidimo iako je prioritetno vlada nije našla shodno da te,i to je vidimo iako je prioritetna vlada nije naša shodno da te,i toe vidimo iako je prioritetno vlada nije naša svodnoda da tee,i to je vidimo iako je prioritetno vlada nije našo shodno da te
/home/peterr/macocu/task6_speech/data/00021545b.flac.wav,svoje nastojanje koje je navela u samom programu rada vlade da nije unijela u sam zakon,svoje nastojanje koje je navela u samom programu rada vlade da nije unjela u sam zakon,oje nastojenje koje je navila u samom programurada vlada da nije uilu sam zakon,svoje nastojanje koje je navela u samom programu rada vlada da nije unila u sam zakon
/home/peterr/macocu/task6_speech/data/00021546a.flac.wav,tri područja je pravobraniteljica za ravnopravnost spolova naglasila da je,tri područja i pravobraniteljice za rpravnu spolova naglasilada,tri područja  pravoubraniteljice za eropravnos polovar naglasile daje,tri područja i pravobraniteljice za rapravnost spolova naglasile da
/home/peterr/macocu/task6_speech/data/00021546b.flac.wav,potrebno usuglasiti sa ovim nacrtom zakona,potrebno usuglasiti sa ovim nacirtom zakona,potrebno  uglasitiusaglasiti s ovim nadcirtom zakona,potrebno usuglasiti s ovim nacrtom zakona
/home/peterr/macocu/task6_speech/data/00021547a.flac.wav,naglasila je prije svega da se zalaže da je definiranje nasilja nad ženama kao oblik kršenja načela ravnopravnosti spolova i rodno uvjetovanog nasilja,naglasila je prije svega da se zalaže da je definirani naselje nadženama kao oblik kršenja  načeloj ravnopravnosti i spolove i rodnovjetovanog naselja,naglasila je prije svega da se zalaže da j deinirani naselj  naenama kao oblik kršinje na čeloje ravnopravnosti i spolovi iodnooditovenog naselja,naglasila je prije svega da se zalaže da j i definirani nasilja nadženama kao oblik kršina načelo ravnopravnosti spolove i odnovu litovenog nasilja
/home/peterr/macocu/task6_speech/data/00021547b.flac.wav,u skladu sa istambulskom konvencijom i vijećem europe i zalažem se kao saborski zastupnik i nastojat ću i kroz klub,u skladu sa istanbolnskom konvenciju vijećaeurope i zalaže se kao saborski zastupnik nastojetće kroz klub,u skladu sa istanbonsko konvencij vijeća europe izalaže se kao saborski zastupniki nastojeći  kroz klub,u skladu sa istambonskom konvencijo i vijeću europe i zalažem se kao saborski zastupnik i nastojeće kroz klub
/home/peterr/macocu/task6_speech/data/00021547c.flac.wav,esdepea da se sama konvencija istambulska konvencija ratificira u saboru u što skorijem roku,esdepea da se sama konvencija istombudska konvencija ratificira u saboru u što skorim roku,esdepea da se sama konvencija istanbolska konvencija ratiicira u saboru u što skorim rokom,esdepea da se sama konvencija istambulska konvencija ratificira u saboru u što skorim roku
/home/peterr/macocu/task6_speech/data/00021548a.flac.wav,dalje pravobraniteljica ukazuje da bi sukladno njenom preporukom hrvatskom saboru u poboljšanju položaja žena na,dalje pravobraniteljica ukazuje da bi suklodno nijenom preporukoma hrvatskom saboru u poboljšanju položanjžena na,da lji pravobraniteljite ukazuje da bi suklodno nijenom preporukama hrvatskom saboru u poboljanju poloajanj žena na ha,dalje pravobraniteljice ukazuje da bi sukodno njenom preporukama hrvatskom saboru u poboljšanju položaja i žena natsom
/home/peterr/macocu/task6_speech/data/00021548b.flac.wav,rada bilo korisno unaprijediti odredbe glave tri zakona o ravnopravnosti spolova,titu rada bilo korisno unaprijedete odredbe glave tri zakona o ravnompravnosti i spolova,to rada bilo korisno onaprijediti odredbe glave tri zakona o ravnopravnostii spolova,tžu rada bilo korisno onaprijediti odredbe glave tri zakona o ravnopravnosti spolova
